date,watertemp,sealv,precip,temp,vwind,dwind,sin,cos,precip1,precip2,precip3,precip4,precip5,precipsum,meantemp,raise,waterlv
2011-11-12,11.26,487.98,0,0.66,1.38,106.25,0.960049854385929,-0.279829014030992,0,0,0,0,0,0,3.78,FALSE,104.92
2011-11-13,11.19,484.28,0,-1.13,2.88,190,-0.17364817766693,-0.984807753012208,0,0,0,0,0,0,2.786,FALSE,104.17
2011-11-14,11.12,490.19,0,2.84,2.25,228.75,-0.751839807478977,-0.659345815100069,0,0,0,0,0,0,1.588,FALSE,103.42
2011-11-15,11.04,500.25,0.6,4.59,1.88,175,0.087155742747658,-0.996194698091746,0,0,0,0,0,0,0.854,FALSE,102
2011-11-16,10.98,489.27,0.3,4.36,1.63,192.5,-0.216439613938103,-0.976296007119933,0.6,0,0,0,0,0.6,1.5,FALSE,101.5
2011-11-17,10.92,485.71,0,0.74,3,218.75,-0.625923472184059,-0.779884483092882,0.3,0.6,0,0,0,0.9,2.264,FALSE,101.33
2011-11-18,10.87,490.4,0,1.63,5.38,230,-0.766044443118978,-0.642787609686539,0,0.3,0.6,0,0,0.9,2.28,FALSE,100.33
2011-11-19,10.82,488.74,2.9,4.54,5.75,237.5,-0.843391445812885,-0.537299608346824,0,0,0.3,0.6,0,0.9,2.832,FALSE,99.5
2011-11-20,10.76,504.21,0.5,5.81,3.38,246.25,-0.915311479119447,-0.402746689858737,2.9,0,0,0.3,0.6,3.8,3.172,TRUE,99.17
2011-11-21,10.72,497.15,0,6.08,1.88,248.75,-0.932007869282798,-0.362438038283702,0.5,2.9,0,0,0.3,3.7,3.416,FALSE,99.33
2011-11-22,10.68,500.15,0,5.51,1.63,170,0.17364817766693,-0.984807753012208,0,0.5,2.9,0,0,3.4,3.76,FALSE,98.58
2011-11-23,10.66,486.69,0,2.56,3.5,181.25,-0.021814885034561,-0.999762027079909,0,0,0.5,2.9,0,3.4,4.714,FALSE,98
2011-11-24,10.62,475.46,0,2.73,5,213.75,-0.555570233019602,-0.831469612302545,0,0,0,0.5,2.9,3.4,4.9,FALSE,97.42
2011-11-25,10.59,482.41,0.2,7.04,6.13,223.75,-0.691513055782269,-0.722363962059756,0,0,0,0,0.5,0.5,4.538,FALSE,96.92
2011-11-26,10.54,489.9,2.3,6.91,9.63,252.5,-0.953716950748227,-0.300705799504273,0.2,0,0,0,0,0.2,4.784,TRUE,96.5
2011-11-27,10.52,483.44,0.1,8.48,13.88,246.25,-0.915311479119447,-0.402746689858737,2.3,0.2,0,0,0,2.5,4.95,TRUE,97.75
2011-11-28,10.5,523.29,0,7.5,7.75,275,-0.996194698091746,0.087155742747658,0.1,2.3,0.2,0,0,2.6,5.544,TRUE,98
2011-11-29,10.45,513.34,0,3.85,4.63,206.25,-0.442288690219001,-0.896872741532688,0,0.1,2.3,0.2,0,2.6,6.532,TRUE,102.25
2011-11-30,10.44,500.76,0,4.96,6.38,238.75,-0.854911870672947,-0.518773258160521,0,0,0.1,2.3,0.2,2.6,6.756,TRUE,103.17
2011-12-01,10.39,504.84,0.2,4.33,5.5,200,-0.342020143325669,-0.939692620785908,0,0,0,0.1,2.3,2.4,6.34,FALSE,103.83
2011-12-02,10.32,510.99,4.4,6.96,6,232.5,-0.793353340291235,-0.608761429008721,0.2,0,0,0,0.1,0.3,5.824,TRUE,103.92
2011-12-03,10.29,509.39,3.3,5.13,7.25,213.75,-0.555570233019602,-0.831469612302545,4.4,0.2,0,0,0,4.6,5.52,TRUE,104.75
2011-12-04,10.25,510.64,3.9,5.08,9.25,237.5,-0.843391445812885,-0.537299608346824,3.3,4.4,0.2,0,0,7.9,5.046,TRUE,105.92
2011-12-05,10.22,529.31,8.4,4.2,8.63,237.5,-0.843391445812885,-0.537299608346824,3.9,3.3,4.4,0.2,0,11.8,5.292,TRUE,106.5
2011-12-06,10.18,535.39,3.9,2.5,8,227.5,-0.737277336810124,-0.67559020761566,8.4,3.9,3.3,4.4,0.2,20.2,5.14,TRUE,107.33
2011-12-07,10.1,528.81,0.9,2.45,5.75,196.25,-0.279829014030992,-0.960049854385929,3.9,8.4,3.9,3.3,4.4,23.9,4.774,TRUE,109.08
2011-12-08,10.01,547.74,7.2,2.63,3.63,235,-0.819152044288992,-0.573576436351046,0.9,3.9,8.4,3.9,3.3,20.4,3.872,TRUE,110.17
2011-12-09,9.94,508.53,0.5,4.51,9.75,217.5,-0.608761429008721,-0.793353340291235,7.2,0.9,3.9,8.4,3.9,24.3,3.372,FALSE,111.42
2011-12-10,9.86,525.29,3.4,2.83,10.13,233.75,-0.806444604267483,-0.591309648363582,0.5,7.2,0.9,3.9,8.4,20.9,3.258,TRUE,111.5
2011-12-11,9.81,549.06,0,3.61,8.25,233.75,-0.806444604267483,-0.591309648363582,3.4,0.5,7.2,0.9,3.9,15.9,2.984,TRUE,112.92
2011-12-12,9.74,541.53,0.4,1.94,4.38,183.75,-0.065403129230143,-0.997858923238603,0,3.4,0.5,7.2,0.9,12,3.206,FALSE,115.58
2011-12-13,9.67,530.68,3.3,4.3,7.63,208.75,-0.480988768919387,-0.876726755707508,0.4,0,3.4,0.5,7.2,11.5,3.104,TRUE,115.42
2011-12-14,9.61,526.64,0.9,5.85,5.5,195,-0.258819045102521,-0.965925826289068,3.3,0.4,0,3.4,0.5,7.6,3.438,FALSE,115.75
2011-12-15,9.55,531.61,0,3.93,6.25,212.5,-0.537299608346824,-0.843391445812886,0.9,3.3,0.4,0,3.4,8,3.706,TRUE,115.08
2011-12-16,9.51,538.68,5.6,3.13,5.25,146.25,0.555570233019602,-0.831469612302545,0,0.9,3.3,0.4,0,4.6,3.926,FALSE,116.67
2011-12-17,9.48,579.91,0.7,3.2,5.25,235,-0.819152044288992,-0.573576436351046,5.6,0,0.9,3.3,0.4,10.2,3.83,TRUE,115.67
2011-12-18,9.45,561.26,10.6,3.55,8.25,263.75,-0.994056338222319,-0.108866874851965,0.7,5.6,0,0.9,3.3,10.5,4.082,TRUE,117.67
2011-12-19,9.39,547.59,2.3,2.5,9.38,231.25,-0.779884483092882,-0.625923472184059,10.6,0.7,5.6,0,0.9,17.8,3.932,TRUE,119.92
2011-12-20,9.33,541.18,0,0.94,3.25,182.5,-0.043619387365336,-0.999048221581858,2.3,10.6,0.7,5.6,0,19.2,3.262,TRUE,121.83
2011-12-21,9.24,549.01,0,-2.18,1.38,106.25,0.960049854385929,-0.279829014030992,0,2.3,10.6,0.7,5.6,19.2,2.664,FALSE,122.08
2011-12-22,9.15,543.03,0,-3.76,2.38,200,-0.342020143325669,-0.939692620785908,0,0,2.3,10.6,0.7,13.6,1.602,FALSE,121.17
2011-12-23,9.08,529.18,1.6,0.9,3.5,192.5,-0.216439613938103,-0.976296007119933,0,0,0,2.3,10.6,12.9,0.21,FALSE,120.33
2011-12-24,9.06,543.56,2.8,4.39,3.25,241.25,-0.876726755707508,-0.480988768919388,1.6,0,0,0,2.3,3.9,-0.32,FALSE,118.17
2011-12-25,9.01,532.25,0.5,4.15,6.13,246.25,-0.915311479119447,-0.402746689858737,2.8,1.6,0,0,0,4.4,0.058,FALSE,117.33
2011-12-26,8.96,525.47,0.2,7.18,11,251.25,-0.946930129495106,-0.321439465303162,0.5,2.8,1.6,0,0,4.9,0.7,TRUE,117
2011-12-27,8.94,530.61,0.2,7.39,10.38,258.75,-0.98078528040323,-0.195090322016129,0.2,0.5,2.8,1.6,0,5.1,2.572,TRUE,117.42
2011-12-28,8.97,548.19,0,4.89,5.63,226.25,-0.722363962059756,-0.69151305578227,0.2,0.2,0.5,2.8,1.6,5.3,4.802,TRUE,119.42
2011-12-29,8.95,520.66,0.1,5.76,10.25,233.75,-0.806444604267483,-0.591309648363582,0,0.2,0.2,0.5,2.8,3.7,5.6,FALSE,120.17
2011-12-30,8.98,551.38,1.5,3.16,3.38,236.25,-0.831469612302545,-0.555570233019602,0.1,0,0.2,0.2,0.5,1,5.874,TRUE,118.92
2011-12-31,8.97,556.21,0,1.3,2,175,0.087155742747658,-0.996194698091746,1.5,0.1,0,0.2,0.2,2,5.676,TRUE,119.17
2012-01-01,8.92,543.41,5.6,0.68,3.5,181.25,-0.021814885034561,-0.999762027079909,0,1.5,0.1,0,0.2,1.8,4.5,FALSE,120.17
2012-01-02,8.85,540.23,1,6.45,4.75,226.25,-0.722363962059756,-0.69151305578227,5.6,0,1.5,0.1,0,7.2,3.158,TRUE,119.58
2012-01-03,8.84,531.16,7.6,4.48,7.25,221.25,-0.659345815100069,-0.751839807478978,1,5.6,0,1.5,0.1,8.2,3.47,FALSE,119.92
2012-01-04,8.84,508.91,2.5,5.64,13.63,242.5,-0.887010833178221,-0.461748613235034,7.6,1,5.6,0,1.5,15.7,3.214,TRUE,119.83
2012-01-05,8.83,547.54,6.5,3.81,8.63,213.75,-0.555570233019602,-0.831469612302545,2.5,7.6,1,5.6,0,16.7,3.71,FALSE,122.58
2012-01-06,8.78,588.76,3.6,3.26,4.25,210,-0.5,-0.866025403784439,6.5,2.5,7.6,1,5.6,23.2,4.212,TRUE,121.83
2012-01-07,8.77,554.44,4,2.63,6.13,227.5,-0.737277336810124,-0.67559020761566,3.6,6.5,2.5,7.6,1,21.2,4.728,TRUE,126.17
2012-01-08,8.72,569.05,1.8,4.38,4.25,301.25,-0.854911870672947,0.518773258160521,4,3.6,6.5,2.5,7.6,24.2,3.964,TRUE,127.75
2012-01-09,8.65,559.53,1,1.13,2.63,280,-0.984807753012208,0.17364817766693,1.8,4,3.6,6.5,2.5,18.4,3.944,TRUE,129.58
2012-01-10,8.62,553.95,0.2,1.54,2.88,200,-0.342020143325669,-0.939692620785908,1,1.8,4,3.6,6.5,16.9,3.042,TRUE,130
2012-01-11,8.59,541.79,1.2,4.73,7.13,251.25,-0.946930129495106,-0.321439465303162,0.2,1,1.8,4,3.6,10.6,2.588,TRUE,130.42
2012-01-12,8.56,534.53,3.6,5.84,10.5,253.75,-0.960049854385929,-0.279829014030992,1.2,0.2,1,1.8,4,8.2,2.882,TRUE,131.33
2012-01-13,8.52,580.18,0,3.69,6.38,295,-0.90630778703665,0.4226182617407,3.6,1.2,0.2,1,1.8,7.8,3.524,TRUE,131.75
2012-01-14,8.52,611.44,1.4,1.59,5.88,350,-0.17364817766693,0.984807753012208,0,3.6,1.2,0.2,1,6,3.386,TRUE,134.83
2012-01-15,8.44,574.48,0.7,1.31,4.88,187.5,-0.130526192220051,-0.99144486137381,1.4,0,3.6,1.2,0.2,6.4,3.478,TRUE,142.75
2012-01-16,8.38,549.1,2.9,0.75,2.13,266.25,-0.997858923238603,-0.065403129230143,0.7,1.4,0,3.6,1.2,6.9,3.432,FALSE,146.33
2012-01-17,8.23,546.45,0.7,0.02,1.63,168.75,0.195090322016128,-0.98078528040323,2.9,0.7,1.4,0,3.6,8.6,2.636,FALSE,144.42
2012-01-18,8.25,543.2,1,1.95,4.25,246.25,-0.915311479119447,-0.402746689858737,0.7,2.9,0.7,1.4,0,5.7,1.472,FALSE,142
2012-01-19,8.22,535.88,7.8,2.6,5.5,238.75,-0.854911870672947,-0.518773258160521,1,0.7,2.9,0.7,1.4,6.7,1.124,FALSE,140.67
2012-01-20,8.18,557.03,4.8,2.06,3.25,288.75,-0.946930129495106,0.321439465303161,7.8,1,0.7,2.9,0.7,13.1,1.326,FALSE,138.17
2012-01-21,8.15,547.1,5.6,0.86,4.38,210,-0.5,-0.866025403784439,4.8,7.8,1,0.7,2.9,17.2,1.476,FALSE,137.33
2012-01-22,8.16,560.13,3.4,1.75,4.63,232.5,-0.793353340291235,-0.608761429008721,5.6,4.8,7.8,1,0.7,19.9,1.498,TRUE,136.25
2012-01-23,8.08,565.73,2.1,2.53,2.75,271.25,-0.999762027079909,0.021814885034561,3.4,5.6,4.8,7.8,1,22.6,1.844,TRUE,136.5
2012-01-24,8.09,550.69,5.9,0.86,2,205,-0.422618261740699,-0.90630778703665,2.1,3.4,5.6,4.8,7.8,23.7,1.96,FALSE,138.58
2012-01-25,8.05,547.83,4.1,0.5,2.75,50,0.766044443118978,0.642787609686539,5.9,2.1,3.4,5.6,4.8,21.8,1.612,FALSE,138.25
2012-01-26,8.04,530.81,0,-1.74,2.75,103.75,0.971342069813261,-0.237685892326173,4.1,5.9,2.1,3.4,5.6,21.1,1.3,FALSE,136.75
2012-01-27,8.03,519,0,-8,3.13,123.75,0.831469612302545,-0.555570233019602,0,4.1,5.9,2.1,3.4,15.5,0.78,FALSE,135.75
2012-01-28,7.96,517.36,0,-10.1,3.63,112.5,0.923879532511287,-0.38268343236509,0,0,4.1,5.9,2.1,12.1,-1.17,FALSE,134.5
2012-01-29,7.87,512.05,0,-7.46,4,101.25,0.98078528040323,-0.195090322016128,0,0,0,4.1,5.9,10,-3.696,FALSE,132.42
2012-01-30,7.85,506.6,0,-8.76,2.13,90,1,6.12E-17,0,0,0,0,4.1,4.1,-5.36,FALSE,131
2012-01-31,7.77,501.49,0,-9.19,2.38,78.75,0.98078528040323,0.195090322016128,0,0,0,0,0,0,-7.212,FALSE,129.17
2012-02-01,7.81,501.58,0.3,-9.03,3.25,93.75,0.997858923238603,-0.065403129230143,0,0,0,0,0,0,-8.702,FALSE,127.67
2012-02-02,7.68,502,0.2,-11.38,2.25,168.75,0.195090322016128,-0.98078528040323,0.3,0,0,0,0,0.3,-8.908,FALSE,125.83
2012-02-03,7.64,508.63,2.4,-12.88,3.25,163.75,0.279829014030992,-0.960049854385929,0.2,0.3,0,0,0,0.5,-9.164,FALSE,124.25
2012-02-04,7.62,503.73,0.3,-10.38,3.13,176.25,0.065403129230143,-0.997858923238603,2.4,0.2,0.3,0,0,2.9,-10.248,FALSE,122.42
2012-02-05,7.57,482.56,0,-16.58,1.38,186.25,-0.108866874851964,-0.99405633822232,0.3,2.4,0.2,0.3,0,3.2,-10.572,FALSE,121.5
2012-02-06,7.6,475.28,0.3,-16.18,1.38,158.75,0.362438038283702,-0.932007869282798,0,0.3,2.4,0.2,0.3,3.2,-12.05,FALSE,120.33
2012-02-07,7.58,485.31,0.1,-5.39,5.25,93.75,0.997858923238603,-0.065403129230143,0.3,0,0.3,2.4,0.2,3.2,-13.48,FALSE,118.17
2012-02-08,7.54,485.65,4,-6.44,2,205,-0.422618261740699,-0.90630778703665,0.1,0.3,0,0.3,2.4,3.1,-12.282,FALSE,116.58
2012-02-09,7.52,497.04,0,-5.08,4.63,103.75,0.971342069813261,-0.237685892326173,4,0.1,0.3,0,0.3,4.7,-10.994,FALSE,114.08
2012-02-10,7.48,479.48,0,-8.39,2.25,133.75,0.722363962059756,-0.691513055782269,0,4,0.1,0.3,0,4.4,-9.934,FALSE,113.08
2012-02-11,7.45,471.46,0.5,-8.98,2,232.5,-0.793353340291235,-0.608761429008721,0,0,4,0.1,0.3,4.4,-8.296,FALSE,112.42
2012-02-12,7.44,468.66,0.6,-6.35,5.38,232.5,-0.793353340291235,-0.608761429008721,0.5,0,0,4,0.1,4.6,-6.856,FALSE,111.17
2012-02-13,7.41,484.46,0,-1.86,3.75,250,-0.939692620785908,-0.342020143325669,0.6,0.5,0,0,4,5.1,-7.048,FALSE,109.08
2012-02-14,7.37,466.28,2.6,-2.7,4.38,226.25,-0.722363962059756,-0.69151305578227,0,0.6,0.5,0,0,1.1,-6.132,FALSE,108.83
2012-02-15,7.33,500.49,0.2,-1.04,5.13,88.75,0.999762027079909,0.021814885034561,2.6,0,0.6,0.5,0,3.7,-5.656,FALSE,106.92
2012-02-16,7.33,496.76,2.2,-0.55,2.75,142.5,0.608761429008721,-0.793353340291235,0.2,2.6,0,0.6,0.5,3.9,-4.186,FALSE,106
2012-02-17,7.32,485.9,0.8,0.64,4.25,248.75,-0.932007869282798,-0.362438038283702,2.2,0.2,2.6,0,0.6,5.6,-2.5,FALSE,105.67
2012-02-18,7.27,485.88,3.3,1.01,5,218.75,-0.625923472184059,-0.779884483092882,0.8,2.2,0.2,2.6,0,5.8,-1.102,FALSE,104.75
2012-02-19,7.27,477.64,1.6,2.43,7.13,230,-0.766044443118978,-0.642787609686539,3.3,0.8,2.2,0.2,2.6,9.1,-0.528,FALSE,104.25
2012-02-20,7.19,499.25,0.5,1.18,5.88,257.5,-0.976296007119933,-0.216439613938103,1.6,3.3,0.8,2.2,0.2,8.1,0.498,TRUE,103.42
2012-02-21,7.15,475.95,1.4,1.26,9.63,243.75,-0.896872741532688,-0.442288690219001,0.5,1.6,3.3,0.8,2.2,8.4,0.942,TRUE,104.33
2012-02-22,7.16,494.25,8.1,3.35,7.88,243.75,-0.896872741532688,-0.442288690219001,1.4,0.5,1.6,3.3,0.8,7.6,1.304,TRUE,104.5
2012-02-23,7.07,494.74,2.4,4.01,10.75,256.25,-0.971342069813261,-0.237685892326173,8.1,1.4,0.5,1.6,3.3,14.9,1.846,TRUE,106.92
2012-02-24,7.09,512.03,0,4.21,11.25,263.75,-0.994056338222319,-0.108866874851965,2.4,8.1,1.4,0.5,1.6,14,2.446,TRUE,110.33
2012-02-25,7.16,522.29,0,3.44,9.5,275,-0.996194698091746,0.087155742747658,0,2.4,8.1,1.4,0.5,12.4,2.802,TRUE,112.75
2012-02-26,7.12,543,0,0.88,3.25,297.5,-0.887010833178222,0.461748613235034,0,0,2.4,8.1,1.4,11.9,3.254,TRUE,114.5
2012-02-27,7.15,519.78,1.4,0.28,1.88,268.75,-0.999762027079909,-0.021814885034561,0,0,0,2.4,8.1,10.5,3.178,TRUE,117.17
2012-02-28,7.16,505.45,8.5,2.05,5.13,236.25,-0.831469612302545,-0.555570233019602,1.4,0,0,0,2.4,3.8,2.564,FALSE,118.75
2012-02-29,7.1,520.69,0.3,2.55,2.88,262.5,-0.99144486137381,-0.130526192220052,8.5,1.4,0,0,0,9.9,2.172,TRUE,118.42
2012-03-01,7.09,517.84,0.1,3.41,5.75,252.5,-0.953716950748227,-0.300705799504273,0.3,8.5,1.4,0,0,10.2,1.84,FALSE,119.25
2012-03-02,7.08,525.19,0,3.48,4.13,300,-0.866025403784439,0.5,0.1,0.3,8.5,1.4,0,10.3,1.834,TRUE,118.83
2012-03-03,7.13,524.16,0,2.05,3.13,71.25,0.946930129495106,0.321439465303162,0,0.1,0.3,8.5,1.4,10.3,2.354,TRUE,119.42
2012-03-04,7.09,513.74,0,-1.08,2.38,83.75,0.99405633822232,0.108866874851965,0,0,0.1,0.3,8.5,8.9,2.708,FALSE,120.17
2012-03-05,7.08,509.51,0,-1.5,2.63,65,0.90630778703665,0.422618261740699,0,0,0,0.1,0.3,0.4,2.082,FALSE,120.25
2012-03-06,7.06,505.79,0,-1.75,2.38,73.75,0.960049854385929,0.279829014030992,0,0,0,0,0.1,0.1,1.272,FALSE,119.42
2012-03-07,7.01,491.91,0,-3.44,2.88,148.75,0.518773258160521,-0.854911870672947,0,0,0,0,0,0,0.24,FALSE,119.25
2012-03-08,7.03,489.66,0,-0.23,3.13,192.5,-0.216439613938103,-0.976296007119933,0,0,0,0,0,0,-1.144,FALSE,117.17
2012-03-09,6.99,489.43,1.3,2.66,3.88,255,-0.965925826289068,-0.258819045102521,0,0,0,0,0,0,-1.6,FALSE,115.25
2012-03-10,6.99,489.94,3.1,4.66,7.88,250,-0.939692620785908,-0.342020143325669,1.3,0,0,0,0,1.3,-0.852,FALSE,114.67
2012-03-11,6.99,511.3,0,3.46,5.13,283.75,-0.971342069813261,0.237685892326173,3.1,1.3,0,0,0,4.4,0.38,TRUE,113.33
2012-03-12,6.97,505.25,0,4.73,4.63,267.5,-0.999048221581858,-0.043619387365336,0,3.1,1.3,0,0,4.4,1.422,FALSE,113.67
2012-03-13,6.95,509.53,0,3.96,7.13,247.5,-0.923879532511287,-0.382683432365089,0,0,3.1,1.3,0,4.4,3.056,FALSE,113.75
2012-03-14,7.05,520.5,0.2,1.81,2.63,210,-0.5,-0.866025403784439,0,0,0,3.1,1.3,4.4,3.894,FALSE,113.25
2012-03-15,7.12,505.04,0,2.59,4.88,240,-0.866025403784438,-0.5,0.2,0,0,0,3.1,3.3,3.724,FALSE,113
2012-03-16,7.14,500.69,0,5.96,3.38,213.75,-0.555570233019602,-0.831469612302545,0,0.2,0,0,0,0.2,3.31,FALSE,113
2012-03-17,7.14,501.55,0,4.96,4.38,257.5,-0.976296007119933,-0.216439613938103,0,0,0.2,0,0,0.2,3.81,FALSE,111.17
2012-03-18,7.14,507.73,1.8,6.55,2.13,185,-0.087155742747658,-0.996194698091746,0,0,0,0.2,0,0.2,3.856,FALSE,110.17
2012-03-19,7.13,508.44,0,4.76,9.88,265,-0.996194698091746,-0.087155742747658,1.8,0,0,0,0.2,2,4.374,FALSE,108.58
2012-03-20,7.13,512.39,0.3,4.89,10.63,261.25,-0.988361510467761,-0.152123386189917,0,1.8,0,0,0,1.8,4.964,TRUE,108.58
2012-03-21,7.13,513.4,0,5.74,9.5,258.75,-0.98078528040323,-0.195090322016129,0.3,0,1.8,0,0,2.1,5.424,TRUE,109.17
2012-03-22,7.13,513.25,0,6.8,5.13,255,-0.965925826289068,-0.258819045102521,0,0.3,0,1.8,0,2.1,5.38,FALSE,110.08
2012-03-23,7.13,515.31,0,3.7,3,216.25,-0.591309648363582,-0.806444604267483,0,0,0.3,0,1.8,2.1,5.748,FALSE,109.67
2012-03-24,7.13,509.99,0,3.74,1.88,218.75,-0.625923472184059,-0.779884483092882,0,0,0,0.3,0,0.3,5.178,FALSE,108.92
2012-03-25,7.14,521.1,0,3.63,4.25,191.25,-0.195090322016128,-0.98078528040323,0,0,0,0,0.3,0.3,4.974,TRUE,107.08
2012-03-26,7.15,505.6,0,4.39,4.75,245,-0.90630778703665,-0.422618261740699,0,0,0,0,0,0,4.722,TRUE,107.75
2012-03-27,7.15,510.29,0,6.18,3.63,273.75,-0.997858923238603,0.065403129230143,0,0,0,0,0,0,4.452,TRUE,108
2012-03-28,7.15,506.19,0,7.69,8,247.5,-0.923879532511287,-0.382683432365089,0,0,0,0,0,0,4.328,FALSE,108.17
2012-03-29,7.17,518.66,2,5.41,4.88,281.25,-0.98078528040323,0.195090322016128,0,0,0,0,0,0,5.126,TRUE,107.92
2012-03-30,7.17,522.16,3.2,5.46,4.25,280,-0.984807753012208,0.17364817766693,2,0,0,0,0,2,5.46,FALSE,108.25
2012-03-31,7.18,546.28,3.6,2.7,4.25,176.25,0.065403129230143,-0.997858923238603,3.2,2,0,0,0,5.2,5.826,TRUE,108.17
2012-04-01,7.19,523.56,10,3.33,7.38,295,-0.90630778703665,0.4226182617407,3.6,3.2,2,0,0,8.8,5.488,TRUE,111.33
2012-04-02,7.2,534.91,0.5,3.08,5.75,282.5,-0.976296007119933,0.216439613938102,10,3.6,3.2,2,0,18.8,4.918,TRUE,113.83
2012-04-03,7.21,528.48,1.2,2.61,3.13,142.5,0.608761429008721,-0.793353340291235,0.5,10,3.6,3.2,2,19.3,3.996,TRUE,115.08
2012-04-04,7.22,518.84,0,1.99,7.25,67.5,0.923879532511287,0.38268343236509,1.2,0.5,10,3.6,3.2,18.5,3.436,TRUE,115.25
2012-04-05,7.22,508.43,0,1.55,2,48.75,0.751839807478977,0.659345815100069,0,1.2,0.5,10,3.6,15.3,2.742,FALSE,115.42
2012-04-06,7.23,505.85,0.8,1.98,3.13,222.5,-0.67559020761566,-0.737277336810124,0,0,1.2,0.5,10,11.7,2.512,FALSE,114.92
2012-04-07,7.23,538.78,11.3,1.39,3,187.5,-0.130526192220051,-0.99144486137381,0.8,0,0,1.2,0.5,2.5,2.242,TRUE,113.67
2012-04-08,7.24,527.35,0,1.64,4.25,268.75,-0.999762027079909,-0.021814885034561,11.3,0.8,0,0,1.2,13.3,1.904,TRUE,115.17
2012-04-09,7.25,505.35,0,4.1,4.25,186.25,-0.108866874851964,-0.99405633822232,0,11.3,0.8,0,0,12.1,1.71,TRUE,118.92
2012-04-10,7.24,501.46,0,9.68,6.25,173.75,0.108866874851965,-0.99405633822232,0,0,11.3,0.8,0,12.1,2.132,FALSE,119.67
2012-04-11,7.24,506.38,0,12.23,3.38,180,1.22E-16,-1,0,0,0,11.3,0.8,12.1,3.758,FALSE,118.58
2012-04-12,7.24,513.21,3.4,5.25,1.75,217.5,-0.608761429008721,-0.793353340291235,0,0,0,0,11.3,11.3,5.808,FALSE,116.42
2012-04-13,7.24,516.05,0,5.51,4.75,265,-0.996194698091746,-0.087155742747658,3.4,0,0,0,0,3.4,6.58,FALSE,114.83
2012-04-14,7.24,512.2,0,4.55,3.38,262.5,-0.99144486137381,-0.130526192220052,0,3.4,0,0,0,3.4,7.354,FALSE,113
2012-04-15,7.24,515.16,0.3,2.75,3.63,51.25,0.779884483092882,0.625923472184059,0,0,3.4,0,0,3.4,7.444,FALSE,111.42
2012-04-16,7.24,520.8,0,5.05,4.38,322.5,-0.608761429008721,0.793353340291235,0.3,0,0,3.4,0,3.7,6.058,FALSE,110.75
2012-04-17,7.26,509.86,0,4.54,6,228.75,-0.751839807478977,-0.659345815100069,0,0.3,0,0,3.4,3.7,4.622,FALSE,110.42
2012-04-18,7.26,510.79,0,6.66,3.88,133.75,0.722363962059756,-0.691513055782269,0,0,0.3,0,0,0.3,4.48,FALSE,109.92
2012-04-19,7.28,514.76,1.1,9.08,4.25,78.75,0.98078528040323,0.195090322016128,0,0,0,0.3,0,0.3,4.71,FALSE,109.17
2012-04-20,7.29,514.55,0.7,4.91,2.88,188.75,-0.152123386189917,-0.988361510467761,1.1,0,0,0,0.3,1.4,5.616,FALSE,108.17
2012-04-21,7.3,504.69,2.5,9.49,1.75,123.75,0.831469612302545,-0.555570233019602,0.7,1.1,0,0,0,1.8,6.048,FALSE,107.17
2012-04-22,7.31,506.55,0,8.43,2,131.25,0.751839807478977,-0.659345815100069,2.5,0.7,1.1,0,0,4.3,6.936,FALSE,106.42
2012-04-23,7.33,502.5,1,7.31,2.5,157.5,0.38268343236509,-0.923879532511287,0,2.5,0.7,1.1,0,4.3,7.714,FALSE,105.75
2012-04-24,7.34,502.5,3.1,11.36,3.75,77.5,0.976296007119933,0.216439613938103,1,0,2.5,0.7,1.1,5.3,7.844,FALSE,105.5
2012-04-25,7.35,507.4,1,10.6,5.75,173.75,0.108866874851965,-0.99405633822232,3.1,1,0,2.5,0.7,7.3,8.3,FALSE,104.42
2012-04-26,7.37,494.85,0.2,14.09,4.75,183.75,-0.065403129230143,-0.997858923238603,1,3.1,1,0,2.5,7.6,9.438,FALSE,103.33
2012-04-27,7.39,490.49,0,13.35,2.38,167.5,0.216439613938103,-0.976296007119933,0.2,1,3.1,1,0,5.3,10.358,TRUE,102.25
2012-04-28,7.4,494.85,0,13.79,2.13,32.5,0.537299608346824,0.843391445812886,0,0.2,1,3.1,1,5.3,11.342,FALSE,102.5
2012-04-29,7.42,501.15,0,8.34,6.63,55,0.819152044288992,0.573576436351046,0,0,0.2,1,3.1,4.3,12.638,FALSE,101.67
2012-04-30,7.44,504.35,0,8.73,4.5,45,0.707106781186547,0.707106781186548,0,0,0,0.2,1,1.2,12.034,FALSE,100.58
2012-05-01,7.47,494.33,0,8.16,6,55,0.819152044288992,0.573576436351046,0,0,0,0,0.2,0.2,11.66,FALSE,100.25
2012-05-02,7.5,487.29,0,7.96,4,53.75,0.806444604267483,0.591309648363582,0,0,0,0,0,0,10.474,FALSE,100
2012-05-03,7.53,489.01,2.2,10.59,2.13,62.5,0.887010833178222,0.461748613235034,0,0,0,0,0,0,9.396,FALSE,99.5
2012-05-04,7.56,490.84,0,12.08,2.5,157.5,0.38268343236509,-0.923879532511287,2.2,0,0,0,0,2.2,8.756,FALSE,98.58
2012-05-05,7.59,486.5,5,9.4,3.88,262.5,-0.99144486137381,-0.130526192220052,0,2.2,0,0,0,2.2,9.504,FALSE,97.17
